timestamp,zone,cuisine_category,sessions,listing_views,menu_views,cart_adds,checkout_starts,orders_completed,gmv_aed,avg_basket_size_aed,promo_spend_aed,net_take_rate_pct,kitchen_prep_time_min,avg_delivery_time_min,driver_supply_gap_pct
2026-09-04 13:00,Business Bay,Middle Eastern / Shawarma,886,815,461,175,125,102,7514.39,73.67,987.41,17.17,20.4,38.3,7.9
2026-09-04 13:00,Business Bay,Healthy & Bowls,782,693,421,168,127,105,8052.99,76.7,1022.65,16.93,23.5,39.5,6.6
2026-09-04 13:00,Business Bay,Asian / Sushi,870,795,500,201,148,126,10616.2,84.26,1179.31,16.63,22.1,38.9,6.5
2026-09-04 13:00,Business Bay,Coffee & Desserts,829,732,405,176,127,114,9640.39,84.56,754.41,17.87,22.5,38.7,8.5
2026-09-04 13:00,JLT,Burgers & Fast Food,598,556,346,134,101,89,8040.13,90.34,639.98,17.91,20.8,38.1,6.3
2026-09-04 13:00,JLT,Middle Eastern / Shawarma,618,578,347,140,101,85,6448.7,75.87,758.44,16.92,23.6,39.9,7.0
2026-09-04 13:00,JLT,Healthy & Bowls,616,568,362,140,98,81,5861.56,72.36,571.35,17.45,21.4,38.0,7.7
2026-09-04 13:00,JLT,Asian / Sushi,629,585,356,147,106,93,7213.83,77.57,841.16,18.22,18.0,33.0,5.6
2026-09-04 13:00,JLT,Coffee & Desserts,684,614,337,145,108,93,7616.32,81.9,739.64,18.43,22.1,38.4,5.8
2026-09-04 13:00,Deira,Burgers & Fast Food,642,580,348,133,95,84,6584.3,78.38,837.87,16.7,23.5,41.3,9.0
2026-09-04 13:00,Deira,Middle Eastern / Shawarma,652,609,381,161,114,100,7811.47,78.11,847.01,18.37,19.9,35.6,4.2
2026-09-04 13:00,Deira,Healthy & Bowls,600,535,343,133,90,73,6146.4,84.2,465.35,16.87,18.5,32.6,6.7
2026-09-04 13:00,Deira,Asian / Sushi,592,537,338,146,108,94,8101.79,86.19,845.85,17.75,22.2,38.4,7.5
2026-09-04 13:00,Deira,Coffee & Desserts,648,601,374,162,118,101,8474.62,83.91,759.98,18.07,19.6,37.5,6.5
2026-09-04 14:00,Downtown Dubai,Burgers & Fast Food,981,882,566,232,167,145,12273.26,84.64,1281.94,16.75,20.7,36.2,7.0
2026-09-04 14:00,Downtown Dubai,Middle Eastern / Shawarma,973,886,510,198,142,120,9778.58,81.49,1167.1,17.97,20.8,35.7,6.1
2026-09-04 14:00,Downtown Dubai,Healthy & Bowls,1132,1015,597,233,170,144,11012.61,76.48,1182.3,18.36,19.6,34.8,5.5
2026-09-04 14:00,Downtown Dubai,Asian / Sushi,1116,1002,605,258,189,156,11263.47,72.2,1229.28,17.4,21.5,36.3,5.4
2026-09-04 14:00,Downtown Dubai,Coffee & Desserts,1020,898,557,225,153,126,9701.0,76.99,1112.75,18.17,19.1,36.5,4.4
2026-09-04 14:00,Dubai Marina,Burgers & Fast Food,1000,913,527,209,156,133,11525.8,86.66,1189.45,16.52,22.1,39.6,5.9
2026-09-04 14:00,Dubai Marina,Middle Eastern / Shawarma,1079,968,536,227,154,131,10863.88,82.93,1032.44,18.29,22.7,40.4,4.6
2026-09-04 14:00,Dubai Marina,Healthy & Bowls,1106,1038,645,274,197,175,13839.83,79.08,1235.55,17.52,23.4,37.9,5.7
2026-09-04 14:00,Dubai Marina,Asian / Sushi,1045,980,547,237,167,141,12664.96,89.82,1175.74,17.07,18.1,33.1,5.1
2026-09-04 14:00,Dubai Marina,Coffee & Desserts,1050,935,542,222,166,142,12123.14,85.37,1182.59,18.25,21.9,39.1,7.8
2026-09-04 14:00,Business Bay,Burgers & Fast Food,786,694,387,169,118,98,7603.57,77.59,736.59,18.4,22.0,38.9,6.5
2026-09-04 14:00,Business Bay,Middle Eastern / Shawarma,848,771,444,189,140,123,10692.57,86.93,1161.2,17.44,21.6,38.3,4.6
2026-09-04 14:00,Business Bay,Healthy & Bowls,882,781,470,197,147,126,9422.33,74.78,1085.93,18.43,19.7,34.6,5.7
2026-09-04 14:00,Business Bay,Asian / Sushi,813,716,409,164,121,101,9171.23,90.8,668.34,18.19,19.0,35.8,5.6
2026-09-04 14:00,Business Bay,Coffee & Desserts,870,791,448,171,119,105,8321.9,79.26,781.32,16.67,19.8,35.4,5.1
2026-09-04 14:00,JLT,Burgers & Fast Food,610,552,352,134,94,78,6758.21,86.64,587.89,18.04,21.7,36.0,7.4
2026-09-04 14:00,JLT,Middle Eastern / Shawarma,621,551,349,139,99,81,5969.31,73.7,680.93,18.23,23.5,40.4,5.5
2026-09-04 14:00,JLT,Healthy & Bowls,600,530,343,135,94,79,5903.3,74.73,631.54,17.55,22.2,39.8,6.3
2026-09-04 14:00,JLT,Asian / Sushi,677,602,333,128,87,77,5973.09,77.57,554.87,17.36,23.9,39.0,7.0
2026-09-04 14:00,JLT,Coffee & Desserts,628,581,354,148,107,94,7619.71,81.06,776.29,17.79,23.0,38.8,6.3
2026-09-04 14:00,Deira,Burgers & Fast Food,609,557,337,144,98,80,6279.91,78.5,654.09,17.89,19.3,36.6,8.1
2026-09-04 14:00,Deira,Middle Eastern / Shawarma,663,611,378,148,112,99,7628.55,77.06,906.03,18.31,23.3,37.9,5.0
2026-09-04 14:00,Deira,Healthy & Bowls,632,557,349,138,99,82,7559.86,92.19,544.07,17.15,19.6,34.7,6.3
2026-09-04 14:00,Deira,Asian / Sushi,615,544,317,121,90,73,6405.69,87.75,552.93,18.04,19.8,34.5,6.5
2026-09-04 14:00,Deira,Coffee & Desserts,622,582,368,154,109,96,8022.98,83.57,754.64,17.42,21.3,36.3,8.7
2026-09-04 15:00,Downtown Dubai,Burgers & Fast Food,494,438,268,105,76,66,5481.33,83.05,641.44,16.57,22.3,39.2,5.1
2026-09-04 15:00,Downtown Dubai,Middle Eastern / Shawarma,504,468,302,127,89,77,6625.58,86.05,494.82,17.43,18.1,32.4,5.6
2026-09-04 15:00,Downtown Dubai,Healthy & Bowls,516,481,282,117,85,72,5312.38,73.78,613.82,17.37,21.6,37.7,7.0
2026-09-04 15:00,Downtown Dubai,Asian / Sushi,474,424,248,106,72,63,4763.86,75.62,537.21,17.44,22.8,40.6,5.3
2026-09-04 15:00,Downtown Dubai,Coffee & Desserts,478,429,244,100,73,62,5023.44,81.02,406.61,17.76,20.4,34.5,5.2
2026-09-04 15:00,Dubai Marina,Burgers & Fast Food,483,426,275,108,76,65,5944.92,91.46,448.89,17.43,22.7,40.4,5.8
2026-09-04 15:00,Dubai Marina,Middle Eastern / Shawarma,460,421,265,102,74,65,5447.56,83.81,639.49,17.18,21.5,37.3,5.4
2026-09-04 15:00,Dubai Marina,Healthy & Bowls,451,409,237,91,63,52,4683.4,90.07,351.24,16.77,18.9,34.4,4.4
2026-09-04 15:00,Dubai Marina,Asian / Sushi,471,422,245,93,65,57,4619.04,81.04,374.67,18.26,21.4,35.7,4.6
2026-09-04 15:00,Dubai Marina,Coffee & Desserts,504,449,259,109,76,68,4900.28,72.06,461.43,18.45,22.1,36.4,7.8
2026-09-04 15:00,Business Bay,Burgers & Fast Food,378,350,220,93,64,55,4931.95,89.67,417.46,17.01,18.3,34.7,4.8
2026-09-04 15:00,Business Bay,Middle Eastern / Shawarma,378,333,185,74,51,42,3539.61,84.28,383.26,17.8,22.5,37.6,6.1
2026-09-04 15:00,Business Bay,Healthy & Bowls,404,379,246,106,73,61,5045.08,82.71,394.8,17.78,19.3,35.4,4.1
2026-09-04 15:00,Business Bay,Asian / Sushi,379,344,214,81,61,52,3878.65,74.59,506.37,17.84,20.1,37.7,4.1
2026-09-04 15:00,Business Bay,Coffee & Desserts,413,363,218,83,56,46,3692.1,80.26,403.06,16.96,24.0,38.1,7.6
2026-09-04 15:00,JLT,Burgers & Fast Food,276,258,143,62,45,39,3481.11,89.26,263.6,16.61,22.5,38.2,4.6
2026-09-04 15:00,JLT,Middle Eastern / Shawarma,306,270,148,64,45,38,3163.52,83.25,347.46,17.41,18.8,36.1,5.0
2026-09-04 15:00,JLT,Healthy & Bowls,301,265,155,65,45,38,3087.85,81.26,320.09,16.8,18.5,33.8,5.9
2026-09-04 15:00,JLT,Asian / Sushi,295,265,165,69,49,40,3406.61,85.17,299.89,16.82,23.8,37.8,4.9
2026-09-04 15:00,JLT,Coffee & Desserts,283,262,161,64,48,42,3632.69,86.49,315.62,16.61,22.5,39.7,5.6
2026-09-04 15:00,Deira,Burgers & Fast Food,308,279,157,67,47,41,3240.89,79.05,327.34,16.71,21.0,37.9,6.5
2026-09-04 15:00,Deira,Middle Eastern / Shawarma,298,274,170,71,49,42,3373.28,80.32,360.34,17.78,23.9,41.6,6.6
2026-09-04 15:00,Deira,Healthy & Bowls,305,281,161,62,45,37,3281.45,88.69,267.32,17.08,19.1,36.4,4.9
2026-09-04 15:00,Deira,Asian / Sushi,291,263,151,60,43,36,2698.62,74.96,256.33,16.72,23.7,40.0,4.7
2026-09-04 15:00,Deira,Coffee & Desserts,316,295,189,80,55,45,4136.28,91.92,436.51,17.91,23.2,40.3,5.1
2026-09-04 16:00,Downtown Dubai,Burgers & Fast Food,484,432,241,105,79,69,4979.06,72.16,539.99,17.21,24.0,38.2,6.7
2026-09-04 16:00,Downtown Dubai,Middle Eastern / Shawarma,499,444,279,113,82,73,6693.24,91.69,626.83,17.39,19.5,34.0,8.6
2026-09-04 16:00,Downtown Dubai,Healthy & Bowls,493,459,282,122,86,76,7036.5,92.59,656.05,18.34,22.9,37.6,7.6
2026-09-04 16:00,Downtown Dubai,Asian / Sushi,510,468,260,110,75,62,5765.27,92.99,463.4,17.59,21.7,36.6,5.7
2026-09-04 16:00,Downtown Dubai,Coffee & Desserts,483,433,275,111,76,64,5832.21,91.13,551.38,16.68,20.1,35.1,8.2
2026-09-04 16:00,Dubai Marina,Burgers & Fast Food,462,432,270,117,87,72,5751.66,79.88,566.93,17.95,18.2,35.1,6.8
2026-09-04 16:00,Dubai Marina,Middle Eastern / Shawarma,500,443,281,110,82,68,5440.44,80.01,435.0,18.46,18.1,32.3,5.6
2026-09-04 16:00,Dubai Marina,Healthy & Bowls,505,469,293,116,86,75,5662.75,75.5,462.19,17.63,22.9,40.7,7.5
2026-09-04 16:00,Dubai Marina,Asian / Sushi,519,472,261,113,81,66,5779.93,87.57,564.09,18.15,20.7,37.2,6.8
2026-09-04 16:00,Dubai Marina,Coffee & Desserts,509,472,273,105,77,65,5291.94,81.41,438.01,16.63,24.0,40.2,6.6
2026-09-04 16:00,Business Bay,Burgers & Fast Food,360,321,186,77,53,46,3508.39,76.27,305.35,16.71,20.8,36.3,5.2
2026-09-04 16:00,Business Bay,Middle Eastern / Shawarma,359,334,207,84,63,54,4238.94,78.5,375.85,16.77,19.4,33.9,9.0
2026-09-04 16:00,Business Bay,Healthy & Bowls,397,353,204,89,64,56,4817.63,86.03,337.04,17.38,23.3,41.0,6.6
2026-09-04 16:00,Business Bay,Asian / Sushi,365,327,190,74,54,47,4272.18,90.9,338.01,17.62,22.4,39.5,7.7
2026-09-04 16:00,Business Bay,Coffee & Desserts,358,334,214,89,65,54,4563.2,84.5,510.03,17.61,20.6,36.1,5.1
2026-09-04 16:00,JLT,Burgers & Fast Food,296,264,164,71,50,43,4032.75,93.78,275.17,18.47,22.8,38.3,7.9
2026-09-04 16:00,JLT,Middle Eastern / Shawarma,288,259,148,59,43,36,3338.6,92.74,222.35,18.46,18.3,33.6,8.1
2026-09-04 16:00,JLT,Healthy & Bowls,316,283,168,68,51,42,3943.77,93.9,344.79,18.36,18.8,34.1,8.4
2026-09-04 16:00,JLT,Asian / Sushi,317,287,157,62,44,38,3062.54,80.59,287.42,17.01,21.3,37.0,5.3
2026-09-04 16:00,JLT,Coffee & Desserts,317,284,161,64,43,38,2803.37,73.77,287.38,18.12,23.8,38.8,5.2
2026-09-04 16:00,Deira,Burgers & Fast Food,286,266,147,61,45,38,3169.15,83.4,233.96,18.41,18.2,32.5,6.2
2026-09-04 16:00,Deira,Middle Eastern / Shawarma,320,286,163,69,49,41,3612.58,88.11,333.81,17.97,21.7,38.9,6.2
2026-09-04 16:00,Deira,Healthy & Bowls,315,285,177,77,53,44,3830.16,87.05,363.87,17.8,18.5,33.7,7.9
2026-09-04 16:00,Deira,Asian / Sushi,304,279,156,60,41,35,2573.57,73.53,269.75,18.14,22.4,38.0,9.0
2026-09-04 16:00,Deira,Coffee & Desserts,292,262,150,62,44,36,2999.24,83.31,218.75,16.56,23.0,37.3,6.3
2026-09-04 17:00,Downtown Dubai,Burgers & Fast Food,522,470,277,113,77,66,5910.35,89.55,425.98,17.81,20.3,37.0,6.8
2026-09-04 17:00,Downtown Dubai,Middle Eastern / Shawarma,522,482,296,120,85,75,6744.11,89.92,602.12,18.08,22.0,37.5,8.0
2026-09-04 17:00,Downtown Dubai,Healthy & Bowls,526,475,282,108,74,64,5379.57,84.06,610.59,16.86,22.0,36.7,8.2
2026-09-04 17:00,Downtown Dubai,Asian / Sushi,458,403,229,95,70,61,4738.43,77.68,520.46,16.83,20.6,36.5,6.6
2026-09-04 17:00,Downtown Dubai,Coffee & Desserts,528,478,303,119,86,76,6322.46,83.19,757.71,17.85,18.6,32.7,8.8
2026-09-04 17:00,Dubai Marina,Burgers & Fast Food,492,445,261,103,77,63,5363.26,85.13,378.14,17.64,19.0,35.3,5.7
2026-09-04 17:00,Dubai Marina,Middle Eastern / Shawarma,491,453,271,103,75,66,5470.31,82.88,598.93,17.53,21.1,39.0,6.3
2026-09-04 17:00,Dubai Marina,Healthy & Bowls,458,415,258,113,79,68,6338.16,93.21,524.63,16.79,23.3,38.9,6.6
2026-09-04 17:00,Dubai Marina,Asian / Sushi,467,413,254,106,78,69,6286.7,91.11,656.51,18.06,18.6,35.3,7.0
2026-09-04 17:00,Dubai Marina,Coffee & Desserts,471,426,236,94,67,55,4258.73,77.43,513.72,16.95,20.9,38.4,4.4
2026-09-04 17:00,Business Bay,Burgers & Fast Food,412,365,210,86,64,56,4925.05,87.95,501.67,17.95,21.8,36.4,5.0
2026-09-04 17:00,Business Bay,Middle Eastern / Shawarma,396,364,220,96,71,62,5772.13,93.1,483.7,17.29,18.3,33.2,4.8
2026-09-04 17:00,Business Bay,Healthy & Bowls,407,373,237,98,67,58,5117.33,88.23,401.41,18.45,23.1,40.2,4.9
2026-09-04 17:00,Business Bay,Asian / Sushi,367,325,197,81,55,45,4021.95,89.38,280.85,18.28,21.8,39.3,8.9
2026-09-04 17:00,Business Bay,Coffee & Desserts,410,361,203,85,63,52,4637.01,89.17,475.1,18.17,22.0,37.1,8.2
2026-09-04 17:00,JLT,Burgers & Fast Food,312,280,175,68,49,41,3166.62,77.23,395.11,18.06,21.7,37.3,4.0
2026-09-04 17:00,JLT,Middle Eastern / Shawarma,299,270,171,68,47,40,3454.02,86.35,331.21,18.11,18.5,33.7,6.7
2026-09-04 17:00,JLT,Healthy & Bowls,279,258,157,69,48,39,3037.32,77.88,242.16,17.54,18.5,36.4,4.5
2026-09-04 17:00,JLT,Asian / Sushi,313,293,184,75,51,43,3629.53,84.41,412.72,17.66,20.7,36.5,6.4
2026-09-04 17:00,JLT,Coffee & Desserts,316,287,184,70,51,41,3028.74,73.87,353.69,18.44,18.5,32.8,8.3
2026-09-04 17:00,Deira,Burgers & Fast Food,294,264,147,64,44,39,3610.72,92.58,327.42,17.39,20.9,38.5,4.4
2026-09-04 17:00,Deira,Middle Eastern / Shawarma,313,288,181,76,56,49,3798.67,77.52,426.34,17.78,19.8,36.0,4.6
2026-09-04 17:00,Deira,Healthy & Bowls,315,284,176,73,50,42,3089.69,73.56,377.65,18.32,23.3,37.8,4.5
2026-09-04 17:00,Deira,Asian / Sushi,276,253,154,60,41,35,2656.25,75.89,284.43,18.06,21.5,39.1,4.1
2026-09-04 17:00,Deira,Coffee & Desserts,283,259,152,61,45,38,2981.2,78.45,327.35,17.73,20.7,35.1,6.0
2026-09-04 18:00,Downtown Dubai,Burgers & Fast Food,466,436,250,106,79,69,4988.12,72.29,524.77,17.51,21.8,37.9,4.7
2026-09-04 18:00,Downtown Dubai,Middle Eastern / Shawarma,484,429,255,102,70,61,5357.76,87.83,540.17,17.61,20.3,34.6,4.4
2026-09-04 18:00,Downtown Dubai,Healthy & Bowls,488,451,248,108,77,67,5769.89,86.12,473.65,17.23,23.4,39.8,8.4
2026-09-04 18:00,Downtown Dubai,Asian / Sushi,469,432,269,105,74,65,5404.6,83.15,573.45,18.3,22.2,38.1,5.5
2026-09-04 18:00,Downtown Dubai,Coffee & Desserts,490,458,276,121,83,74,6370.62,86.09,482.84,18.45,18.4,32.8,5.5
2026-09-04 18:00,Dubai Marina,Burgers & Fast Food,479,423,269,117,88,73,5868.69,80.39,538.8,17.24,22.4,40.1,8.0
2026-09-04 18:00,Dubai Marina,Middle Eastern / Shawarma,491,436,275,109,79,68,6237.92,91.73,426.83,18.11,22.8,39.4,8.0
2026-09-04 18:00,Dubai Marina,Healthy & Bowls,457,419,245,105,74,60,5609.47,93.49,395.1,17.99,23.9,41.8,6.6
2026-09-04 18:00,Dubai Marina,Asian / Sushi,494,463,292,125,91,77,6718.94,87.26,751.18,17.02,18.9,34.0,6.5
2026-09-04 18:00,Dubai Marina,Coffee & Desserts,506,461,292,124,91,81,6772.49,83.61,622.61,17.31,23.4,38.4,4.3
2026-09-04 18:00,Business Bay,Burgers & Fast Food,395,353,228,97,69,58,4748.82,81.88,348.54,17.19,19.7,35.0,8.8
2026-09-04 18:00,Business Bay,Middle Eastern / Shawarma,355,314,178,74,50,41,3018.63,73.63,305.24,17.56,23.9,38.3,6.8
2026-09-04 18:00,Business Bay,Healthy & Bowls,395,368,239,103,70,58,4344.84,74.91,548.46,17.58,21.5,39.4,7.7
2026-09-04 18:00,Business Bay,Asian / Sushi,370,328,210,88,64,53,4542.48,85.71,515.89,17.75,21.1,38.7,4.2
2026-09-04 18:00,Business Bay,Coffee & Desserts,387,349,200,77,53,46,3313.9,72.04,351.01,18.16,21.1,35.7,5.3
2026-09-04 18:00,JLT,Burgers & Fast Food,279,259,151,64,43,37,3272.82,88.45,324.17,17.9,21.5,37.7,6.9
2026-09-04 18:00,JLT,Middle Eastern / Shawarma,284,266,146,62,43,36,3218.83,89.41,249.07,17.78,18.4,35.7,5.1
2026-09-04 18:00,JLT,Healthy & Bowls,288,262,169,74,52,44,4034.99,91.7,340.89,16.63,23.2,39.4,8.3
2026-09-04 18:00,JLT,Asian / Sushi,276,258,142,62,45,39,3039.07,77.92,343.13,17.26,18.3,32.5,5.4
2026-09-04 18:00,JLT,Coffee & Desserts,277,247,154,61,42,36,2653.07,73.7,274.3,17.57,20.2,35.1,5.9
2026-09-04 18:00,Deira,Burgers & Fast Food,292,257,166,72,50,43,3976.72,92.48,361.6,18.24,23.9,41.7,5.8
2026-09-04 18:00,Deira,Middle Eastern / Shawarma,275,258,148,61,44,37,3344.12,90.38,317.5,17.43,19.6,34.8,8.6
2026-09-04 18:00,Deira,Healthy & Bowls,312,288,177,72,53,46,3362.69,73.1,418.22,17.68,18.5,36.3,5.1
2026-09-04 18:00,Deira,Asian / Sushi,278,246,141,54,37,33,2528.38,76.62,277.64,18.09,23.1,38.7,7.6
2026-09-04 18:00,Deira,Coffee & Desserts,319,286,172,65,48,42,3526.94,83.97,358.52,16.66,19.8,34.9,7.6
2026-09-04 19:00,Downtown Dubai,Burgers & Fast Food,1755,1544,971,242,127,84,4150.3,49.41,1344.81,9.81,40.9,64.1,21.4
2026-09-04 19:00,Downtown Dubai,Middle Eastern / Shawarma,1550,1414,797,201,101,65,3331.07,51.25,1061.8,9.52,41.4,69.3,28.1
2026-09-04 19:00,Downtown Dubai,Healthy & Bowls,1609,1484,905,228,122,81,3931.84,48.54,1635.74,11.79,42.8,65.4,28.2
2026-09-04 19:00,Downtown Dubai,Asian / Sushi,1633,1505,845,213,106,67,3408.63,50.88,1355.96,10.77,39.6,62.2,27.3
2026-09-04 19:00,Downtown Dubai,Coffee & Desserts,1556,1419,894,223,112,73,4152.58,56.88,1317.72,11.34,42.8,68.2,25.2
2026-09-04 19:00,Dubai Marina,Burgers & Fast Food,1785,1637,943,373,261,228,21343.64,93.61,1393.25,17.59,22.8,37.4,7.4
2026-09-04 19:00,Dubai Marina,Middle Eastern / Shawarma,1560,1418,809,341,252,225,17628.67,78.35,1636.24,17.03,19.1,36.2,5.5
2026-09-04 19:00,Dubai Marina,Healthy & Bowls,1586,1405,793,309,232,208,15106.68,72.63,1810.16,17.29,22.8,39.4,6.3
2026-09-04 19:00,Dubai Marina,Asian / Sushi,1718,1551,994,390,278,242,22622.84,93.48,2275.74,17.06,18.3,33.9,8.9
2026-09-04 19:00,Dubai Marina,Coffee & Desserts,1552,1385,879,356,259,217,20039.59,92.35,1379.15,17.24,21.1,37.0,7.2
2026-09-04 19:00,Business Bay,Burgers & Fast Food,1287,1145,678,271,205,179,14495.79,80.98,1768.49,18.49,18.7,33.9,6.5
2026-09-04 19:00,Business Bay,Middle Eastern / Shawarma,1254,1170,677,258,193,172,15420.52,89.65,1675.86,17.09,21.1,36.0,7.9
2026-09-04 19:00,Business Bay,Healthy & Bowls,1282,1188,733,304,217,190,17262.49,90.86,1448.87,17.19,19.0,33.2,6.6
2026-09-04 19:00,Business Bay,Asian / Sushi,1332,1238,704,270,204,181,16109.74,89.0,1207.31,18.0,23.0,37.8,7.0
2026-09-04 19:00,Business Bay,Coffee & Desserts,1219,1076,682,293,207,171,12807.46,74.9,1452.17,18.31,20.3,36.7,4.9
2026-09-04 19:00,JLT,Burgers & Fast Food,1074,960,537,235,169,140,11640.58,83.15,1381.84,18.18,21.3,38.7,5.3
2026-09-04 19:00,JLT,Middle Eastern / Shawarma,1033,969,533,225,165,137,12687.13,92.61,1001.77,16.94,21.1,36.1,6.0
2026-09-04 19:00,JLT,Healthy & Bowls,1080,1005,629,252,186,161,13094.65,81.33,988.22,18.25,23.3,38.1,5.2
2026-09-04 19:00,JLT,Asian / Sushi,1092,961,529,212,161,139,11120.02,80.0,1295.9,18.42,22.2,37.5,5.0
2026-09-04 19:00,JLT,Coffee & Desserts,971,890,499,198,135,118,10048.94,85.16,1029.04,16.77,20.0,37.4,7.3
2026-09-04 19:00,Deira,Burgers & Fast Food,1016,896,529,207,149,129,9621.4,74.58,886.02,18.41,22.9,40.6,4.1
2026-09-04 19:00,Deira,Middle Eastern / Shawarma,1016,935,586,227,163,141,12714.52,90.17,985.5,17.57,18.0,32.2,7.1
